id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name
273381046,4265368117759,"Dây Đèn LED Hoa Tuyết Trang Trí 3m 16 Bông Tuyết được thiết kế với chiều dài 3m, được bao bọc lớp nhựa chất lượng cao, có độ bền tốt cùng khả năng chống thấm nước cùng chống lão hóa cao.Lỗi bên t...",89000,178000,,89000,50,0,,available,,1000,1000,,219625,AN BÌNH
186256010,2595430081331,"** Ưu điểm:– Sản phẩm có đường may khéo léo, chắc chắn.– Màu sắc nổi bật, an toàn cho sức khỏe gia đình bạn.– Dùng để thay đổi cho không gian phòng ngủ thêm phong phú hoặc để dùng kèm với bộ cũ của...",37000,39000,,2000,5,55,,available,,1000,1000,,697923,LIDACO
120552065,9367707323552,"Chất liệu inox 304 an toàn tuyệt đối cho sức khỏeBình giữ nhiệt inox 304 Elmich EL-8013OL được làm bằng chất liệu inox 304 có khả năng chống ăn mòn tuyệt vời, bình giữ nhiệt Elmich EL-8013OL an toàn ...",159000,389000,,230000,59,218,,available,,1000,1000,,31627,Elmich
189568106,5143029962099,Bình giữ nhiệt inox 304 Elmich EL-8012OL với khả năng cách nhiệt cao bằng công nghệ hút chân khôngLớp ngoài sơn mịnCách nhiệt chân không caoNắp bình cùng vent thông hơiHướng dẫn sử dụng1. P...,178000,359000,,181000,50,42,,available,,1000,1000,,31627,Elmich
191918107,1171170118704,Dung tích bình lớn Bình lắc LocknLock Balance Shake It Bottle HAP949 với dung tích bình 800ml giúp cung cấp đầy đủ lượng nước cho cơ thể. Thang đo lường Vạch chia dung tích trên thân bình cho phép ...,131000,267000,,136000,51,83,,available,,1000,1000,,48077,LocknLock
118680989,7534064298577,A. MÔ TẢ SẢN PHẨM- TÊN SẢN PHẨM: SET NẾN THƠM HỘP QUÀ TRANG TRÍ ĐÍNH NƠ- THÀNH PHẦN: Sáp thiên nhiên - KHỐI LƯỢNG: 150g – đốt được 30-40h – không gian 15m2- QUY CÁCH: sản phẩm kèm 1 hộp giấy cứng thắt...,158000,158000,,0,0,41,,available,,1000,1000,,4777435,Citta
273172656,8358142956142,Vòng Hoa Nguyệt Quế Trang Trí Giáng Sinh Đóng gói:  1 vòng hoa trang trí kích thước 30x30cm️ Tính năng Vòng hoa trang trí giáng sinh với nhiều biểu tượng trang trí khác nhau. Mang đến không khí gián...,155000,155000,,0,0,1,,available,,1000,1000,,5706641,NAVIVU
200843684,7858843090491,"Bàn Là Hơi Nước Cầm Tay , Bàn Ủi Hơi Nước Cầm Tay Cho Gia Đình ĐẶC ĐIỂM NỔI BẬT CỦA SẢN PHẨM: THÔNG SỐ KỸ THUẬT: -Tên sản phẩm : Bàn Là Hơi Nước Cầm Tay 33W New 2021 -Chất liệu: Nhựa ABS Chịu Nhiệt, C...",186000,186000,,0,0,0,,available,,1000,1000,,111461,OEM
1918931,3372753990257,"Keo Dán Đa Năng Selleys Epoxy Fix là loại keo được làm từ nhựa Epoxy cao cấp, cho khả năng kết dính mạnh mẽ, thích hợp cho việc kết hợp các loại vật liệu được sử dụng phổ biến hàng ngày.Sản phẩm có ...",37050,39000,,1950,5,87,,available,,1000,1000,,52977,Selleys
76004568,1753317213425,"Đèn học để bàn, đèn làm việc chống cận, tích điện 3 chế độ sáng, có hộp đựng bút và giá để điện thoại, xoay 360 độ - 18650,3.7V**LƯU Ý MUA HÀNG TRÁNH HÀNG KÉM CHẤT LƯỢNG: Đèn có PIN TÍCH ĐIỆN 18650-3...",159000,175000,,16000,9,18,,available,,1000,1000,,837721,Essesa
199113613,8259898988265,"Hướng dẫn sử dụng:Đổ bột thông tắc cống vào đường ống bị tắc nghẽn, sau đó lấy khoảng 0,5 lít nước lạnh đổ vào nhằm mục đích đưa bột đến vị trí chỗ nghẹt, chờ 3-4h (hoặc qua đêm) để bột phân hủy triệ...",25000,25000,,0,0,3,,available,,1000,1000,,4269901,MO hi
196552579,9304228044816,"Ô Dù gấp gọn tự động chống tia UV cao cấp (Màu trơn)- Sản phẩm bao gồm DÙ và TÚI BỌC DÙ- Nhiều màu sắc thời trang, sang trọng- Có 2 loại khóa đóng mở bằng tay hoặc tự động+ Loại Mở tay đóng mở như các...",79000,129000,,50000,39,0,,available,,1000,1000,,111461,OEM
122692850,5498033650829,"Chổi cọ sàn vệ sinh Parroti Easy ES02 được thiết kế tinh tế, cây chổi làm bằng nhôm cao cấp, có thể điều chỉnh độ dài linh hoạt phù hợp không gian phòng tắm. Cộng với tính năng vừa chà vừa gạt nước t...",129000,199000,,70000,35,826,,available,,1000,1000,,746615,Parroti
120166109,6637875276225,"Sáng hơn, tiết kiệm hơn! Bóng Essential LED Bulb mang đến nguồn ánh sáng chất lượng, an toàn cho sức khỏe, bền bỉ theo thời gian và tiết kiệm năng lượng, bảo vệ môi trường.Với hơn 125 năm trong ngành ...",46300,66000,,19700,30,127,,available,,1000,1000,,19018,Philips
73502149,8271801005996,"Trong gia đình bạn có rất nhiều đồ dùng lớn bé cần được sắp xếp gọn gàng lại, tuy nhiên không phải gia đình nào cũng có đủ không gian để lắp các kệ, tủ chứa đồ. Do đó, việc sử dụng Móc Dán Tường giúp ...",13950,21000,,7050,34,183,,available,,1000,1000,,204895,VANDO
36300228,8188449977946,"Móc treo Inox chữ S - Móc treo Inox chữ SMóc treo chữ S đa năng, sử dụng cho nhà bếp, phòng ngủ, siêu thịChất liệu : inox 304Màu sắc : màu bạcKích thước: lớn, vừa, nhỏ, ba kích cỡ để lựa chọn Móc kim ...",25000,25000,,0,0,90,,available,,1000,1000,,111461,OEM
558335,1305935629418,Ổ Cắm Điện Có Nắp Che 5 Lỗ 2 Chân Mpower MP-153 - 3 Mét giúp bạn thuận tiện hơn khi sử dụng cho nhiều thiết bị điện tử cùng một lúc mà không gây ra tình trạng cháy nổ bởi ổ cắm đã được cài đặt hệ thốn...,99000,125000,,26000,21,125,,available,,1000,1000,,79650,Mpower
120481094,5748281392170,"CÔNG DỤNG CỦA GỐI KÊ CỔ CAO SU NON EMANâng đỡ cổ, giảm áp lực lên vùng cổ vai gáy từ đó giảm đau mỏi mỗi khi phải ngồi lâuTạo cảm giác thu giãn thoải mái ôm trọn cổ như đang được massageĐIỂM NỔI ...",100280,218000,,117720,54,106,,available,,1000,1000,,3955813,Ema
186627908,4742192840663,"Ghế Gác Chân Công Thái Học, Ghế Kê Chân Văn Phòng Ergonomic Footrest Đầy Đủ Phiên Bản Ghế gác chân công thái học được nghiên cứu và thiết kế khoa học giúp nâng đỡ chân thoải mái khi làm việc, học hàn...",419000,450000,,31000,7,277,,available,,1000,1000,,7806557,Office Chill
242627929,5302443255968,"Miếng Dán Nam Châm Tròn Treo Remote Dán Tường Đóng gói:  1 miếng dán nam châm tròn (gồm 2 phần, 1 miếng dán tường và 1 miếng dán lên remote)️ Tính năng Miếng dán nam châm giúp bạn dễ dàng treo remot...",29000,29000,,0,0,2,,available,,1000,1000,,5706641,NAVIVU
271539474,6251816046979,"- Chất liệu: Thân: Thép không gỉ 304 / Nắp: Nhựa PP, TPE / Gioăng, đệm: silicone - Dễ dàng mở nắp chống trượt: Nắp được phủ nhựa TPE chống trượt giúp dễ dàng mở nắp cho dù kích thước rộng. - Miệng h...",702000,1490000,,788000,53,10,,available,,1000,1000,,48077,LocknLock
11488920,6235877269401,"Bình Giữ Nhiệt Lock&Lock RigaTumbler LHC4160GRN có tiết kế nhẹ, đẹp, cá tính, giữ nhiệt tốt, bền, thích hợp sử dụng như bình nước dành cho hoạt động ngoài trời! có thể mang theo bất cứ nơi đâu nh...",350000,715000,,365000,51,6054,,available,,1000,1000,,48077,LocknLock
247298318,5793787664906,"Áo Mưa Một Người Trong Suốt Có Nón Thời Trang, Nhựa EVA Sử Dụng Nhiều Lần Đóng gói:  1 áo mưa nhựa EVA️ Tính năng Áo mưa nhựa EVA mỏng nhẹ, thời trang, có thể sử dụng nhiều lần. Nhựa EVA mỏng nhưng ...",45000,45000,,0,0,30,,available,,1000,1000,,5706641,NAVIVU
781987,3938351368883,"Sự lựa chọn lý tưởngGối Memory Foam 50D Lock & Lock HLW114 có xuất xứ từ Hàn Quốc, là sự lựa chọn lý tưởng để nâng niu và chăm sóc giấc ngủ của bạn, được người tiêu dùng đánh giá cao về chất lượn...",396000,791000,,395000,50,847,,available,,1000,1000,,48077,LocknLock
217474792,7161807856026,"Ổ Cắm Điện Comet CES11112 được thiết kế tinh gọn với 1 ổ 2 chấu và 1 ổ đa năng , phù hợp cho việc đi du lịch, công tác hoặc tại nhà. Công suất tối đa lên đến 1800W.Ổ cắm được làm bằng nhựa ABS chịu ...",54000,89000,,35000,39,19,,available,,1000,1000,,19588,Comet
192120961,6164388733925,"Túi Zip Lụa Nhựa CPE Trong Mờ Có Khóa Kéo Đa NăngTúi zip lụa được làm từ nhựa CPE dẻo dai, bền chắc có thể tái sử dụng nhiều lần trong lâu dài. Túi có khóa kéo nhựa kín giúp bảo quản được nhiều vật d...",41000,41000,,0,0,40,,available,,1000,1000,,5706641,NAVIVU
184465935,8403380018872,"ĐẶC ĐIỂM NỔI BẬTChất liệu hợp kim xử lý bởi công nghệ anod cho bề mặt cứng chắc, không bị oxi hóaVan an toàn, khóa đóng mở nắp tiện dụngGioăng cao su chịu nhiệt tốt, độ bền caoSử dụng trên mọi loại b...",430000,430000,,0,0,2,,available,,1000,1000,,5074117,GDV
180378151,6517783474104,Bình giữ nhiệt LocknLock Metro Drive LHC4277S có miếng lót tay chống trượt giúp cầm nắm chắc chắn trong lúc điều khiển xe.Thiết kế phần đáy thon gọn hoàn toàn khít với chỗ giữ cốc trên xe ô tô. Giữ ...,278000,579000,,301000,52,243,,available,,1000,1000,,48077,LocknLock
199728521,5883576265421,"Chất liệu nhựa PP siêu bền, an toànBộ lau nhà đa năng Space Saving Bộ lau nhà đa năng Space Saving Sunhouse KS-CL3211PW KS-CL3211PW được thiết kế tiện dụng với thùng vắt làm bằng nhựa nguyên sinh P...",299000,450000,,151000,34,73,,available,,1000,1000,,41048,Sunhouse
172940012,9759691303978,"Bộ Dao Nhà Bếp Nhật 6 Món Cao Cấp - Chính hãng DODODIOS   Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn...",184000,184000,,0,0,72,,available,,1000,1000,,5272071,dododios
54145105,1259816294526,TẠI SAO BẠN NÊN MUA CỌ SILICON THAY VÌ LOẠI SỢI CƯỚC? Đầu cọ làm bằng Silicon mềm giúp tiếp xúc với bề mặt men rộng và sát hơn nên việc chùi nhanh và sạch hơn. Silicon cao cấp khác với các loại đầu...,85000,190000,,105000,55,1251,,available,,1000,1000,,746615,Parroti
181223608,5312192347217,Bộ vòi xịt vệ sinh toilet kèm dây lò xo 2m Hobby Home Decor VSR2 chuẩn Inox 304 - phun cực mạnhThông tin kỹ thuậtChất liệu Inox 304 xướcDây sen 150cmRen nối cấp nước phi 21mmPhun cực mạnhKích t...,126000,229000,,103000,45,52,,available,,1000,1000,,230607,Hobby Home Decor
146384829,7245909625382,"CHÚ Ý: Quà tặng kèm theo sẽ có thời gian tặng nhất định , và sẽ được hiển thị ở mục chương trình quà tặng với giá 0đ. ( Các bạn lưu ý để tránh bỏ qua cơ hội được mua được các sản phẩm với mức giá 0đ n...",1260000,2490000,,1230000,49,367,,available,,1000,1000,,111461,OEM
108243510,1685435161275,"Kiểu dáng bắt mắtChảo Inox 5 Đáy Sunhouse IN20M2 được thiết kế đẹp mắt với mặt ngoài inox cao cấp, bắt mắt, có khả năng hạn chế trầy xước và bám bẩn. Lòng chảo tráng chống dính màu đen đem lại tổng ...",293000,450000,,157000,35,134,,available,,1000,1000,,41048,Sunhouse
165013585,8664452519041,"- Lõi dây đồng chịu tải 2500W, có thể dùng cho lò nướng, lẩu điệ- Nhựa chống cháy, chịu nhiệt 750 độ C (dưới 750 độ C, ổ điện không bắt lửa, chỉ bị mềm dần)- Mỗi ổ cắm đều có công tắc riêng, lỗ cắm có...",199000,199000,,0,0,117,,available,,1000,1000,,111461,OEM
217767423,9884069577852,"– Bộ dao inox 6 món Nhật Bản được làm bằng inox bền đẹp, cứng chắc, dễ dàng chùi rửa khi bị bám bẩn. Chất liệu chống gỉ sét, chống ăn mòn, không chứa thành phần độc hại và không tương tác hóa học v...",199500,210000,,10500,5,26,,available,,1000,1000,,111461,OEM
144450194,9083425206456,"Đặc trưng:* Tất cả trong một: Thích hợp cho đồng hồ máy quartz, các thiết bị gia dụng thông thường như máy ảnh, radio, máy tính, điện thoại di động,  đáp ứng mọi nhu cầu sửa chữa hàng ngày.* Các mẫu...",59000,59000,,0,0,27,,available,,1000,1000,,111461,OEM
66115031,2176576902067,THÔNG SỐ KỸ THUẬT:Tên sản phẩm: Nồi áp suất đun ga FujikaLoại sản phẩm: Nồi áp suất không dùng điện/nồi áp suất ga/nồi áp suất bếp từ/nồi áp suất bếp hồng ngoại/nồi áp suất đun ga/nồi áp suất đáy từ...,409000,409000,,0,0,9,,available,,1000,1000,,295203,FUJIKA
13561925,1853591813288,"Nồi Hấp 2 Tầng Bằng Inox Lock&Lock LLH1282 (28cm) được làm từ inox 304 hay còn gọi là thép không gỉ 18/10, là loại inox có đặc tính chống ăn mòn cao, không tác dụng với thức ăn, không thôi nh...",660000,1319000,,659000,50,286,,available,,1000,1000,,48077,LocknLock
183907622,5312017804399,"LĂN BỤI QUẦN ÁO, GHẾ SOFE- Dùng để lau bụi dính ở quần áo, đặc biệt các chất dính len, dạ bị dính do giặt chung các loại quần áo với nhau.- Đặc biệt nhà ai nuôi chó mèo tì cực kỳ hữu hiệu.- Cây lăn...",37000,55000,,18000,33,117,,available,,1000,1000,,4820811,PEAFLO
190989483,4528383314083,"Công nghệ hút chân không với thiết kế 3 lớp và sơn phủ 3 chiều thân thiện với môi trườngCấu tạo 5 lớp: Lớp sơn phủ 3 chiều, lớp inox 304, lớp chân không, lớp sơn cách nhiệt, lớp inox 316Tay cầm sili...",224000,319000,,95000,30,24,,available,,1000,1000,,31627,Elmich
